Name,Affiliation,Homepage,Google Scholar ID,Citations,h-index,Earliest Paper
Marie desJardins,Simmons University,https://www.simmons.edu/academics/faculty/marie-desjardins,UYLIgHAAAAAJ,2879.0,27.0,
